name,company,location,average_salary
[Lao Cai]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Lao Cai,20.0
"[Chau Thanh, Phung Hiep - Hau Giang] Quan Ly Cua Hang Tai FPT Shop",Cong Ty Co Phan Ban Le Ky Thuat So FPT,Hau Giang,15.0
[Hon Dat - Kien Giang] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Kien Giang,15.0
[Thot Not - Can Tho] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Can Tho,15.0
[TP Ca Mau - Ca Mau] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ca Mau,15.0
[TP Ben Tre] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ben Tre,15.0
[TP Bac Lieu]  Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Bac Lieu,15.0
[Cho Moi - An Giang] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,An Giang,15.0
[Xuyen Moc - Ba Ria Vung Tau] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ba Ria - Vung Tau,15.0
[Bien Hoa - Dong Nai] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Dong Nai,15.0
NHAN VIEN KY THUAT DIEN ( TU SON - BAC NINH),Cong Ty Co phan Hanacans,Bac Ninh,10.0
[Long Thanh - Dong Nai]  Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Dong Nai,15.0
Sales Staff (Tieng Anh) - Quan 1,CareerLink's Client,TP HCM,13.5
[Ben Cat - Binh Duong] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Duong,15.0
Nhan Vien Bao Tri - Bao Duong  (Tu Son - Bac Ninh),Cong Ty Co phan Hanacans,Bac Ninh,10.0
[Bau Bang - Binh Duong] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Duong,15.0
E-Commerce Sales manager (English) - Tan Phu Dist,CareerLink's Client,TP HCM,55.0
[Binh Long - Binh Phuoc] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Phuoc,15.0
[Thuan An - Binh Duong] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Duong,15.0
Ke Toan Cong No tai TP Vinh,CONG TY TNHH THUC PHAM SACH THUONG MAI T&P,Nghe An,8.0
[Binh Thuan] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Thuan,15.0
NHAN VIEN AN NINH - CHI NHANH NGHE AN,Tap Doan Vang Bac Da Quy DOJI,Nghe An,5.0
[Lang Son]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Lang Son,20.0
[Thuan An - Binh Duong]  Nhan Vien Ho Tro Ky Thuat DTDD / LAPTOP,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Duong,9.5
[Tay Ninh] Quan Ly Cua Hang Tai FPT Shop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Tay Ninh,15.0
[Cao Bang]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Cao Bang,20.0
[Duc Pho - Quang Ngai] Nhan Vien Tu Van Ban Hang,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Quang Ngai,7.0
[Dong Da - Ha Noi] Nhan Vien Ho Tro Ky Thuat Online,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ha Noi,10.5
[608 TRAN HUNG DAO - QUAN 5 - HO CHI MINH] NHAN VIEN KE TOAN BAN HANG / THU NGAN,Cong Ty Co Phan Ban Le Ky Thuat So FPT,TP HCM,9.5
[FPT Shop Da Lat - Lam Dong] Nhan Vien Tu Van Ban Hang,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Lam Dong,9.0
[FPT Shop Duc Trong - Lam Dong] Nhan Vien Tu Van Ban Hang,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Lam Dong,8.5
[Ninh Kieu - Can Tho] Nhan Vien Tu Van Ban Hang,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Can Tho,9.5
[Ninh Kieu - Can Tho] Nhan Vien Ho Tro Ky Thuat DTDD/LAPTOP,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Can Tho,9.5
[Nga Ba Tam Bien - TP. Phan Thiet - Binh Thuan] - Nhan Vien Ke Toan Ban Hang / Thu Ngan,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Binh Thuan,9.5
Truong Phong R&D,Alphanam Group - Cong ty Co phan VIREX,Ha Noi,27.5
NHAN VIEN THU NO TRUC TIEP TAI THANH HOA(THU NHAP CAO),"HD SAISON FINANCE CO., LTD.",Thanh Hoa,20.0
"Chuyen Vien Du Toan Mep (Phu Trach He Dien, Dien Nhe)",Alphanam Group,Ha Noi,18.5
NHAN VIEN THU NO TRUC TIEP TAI TINH BAC NINH (THU NHAP HAP DAN),"HD SAISON FINANCE CO., LTD.",Bac Ninh,20.0
[Thai Nguyen]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Thai Nguyen,20.0
BA VI - HA NOI - NHAN VIEN THU NO TAI DIA BAN,"HD SAISON FINANCE CO., LTD.",Ha Noi,20.0
NHAN VIEN MY PHAM - GIA LAI,Cong ty CP Hasaki Beauty & Clinic,Gia Lai,7.75
SOC SON - HA NOI - NHAN VIEN THU NO TAI DIA BAN,"HD SAISON FINANCE CO., LTD.",Ha Noi,20.0
CHUONG MY - HA NOI - NHAN VIEN THU NO TAI DIA BAN,"HD SAISON FINANCE CO., LTD.",Ha Noi,20.0
SON TAY - HA NOI - NHAN VIEN THU NO TAI DIA BAN,"HD SAISON FINANCE CO., LTD.",Ha Noi,20.0
THACH THAT - HA NOI - NHAN VIEN THU NO TAI DIA BAN,"HD SAISON FINANCE CO., LTD.",Ha Noi,20.0
Nhan Vien Thu Y (Lam Viec Tai Lao),CONG TY CO PHAN NONG NGHIEP TRUONG HAI,Nuoc Ngoai,10.0
NHAN VIEN THU NO TRUC TIEP TAI HA NAM (THU NHAP HAP DAN),"HD SAISON FINANCE CO., LTD.",Ha Nam,20.0
[Ha Giang]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Ha Giang,20.0
[Ha Nam]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Ha Nam,20.0
Nhan Vien Tu Van Tuyen Sinh - OLA Long Khanh,CTY TNHH ILA VIET NAM,Dong Nai,11.25
[Son La]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Son La,20.0
"Nhan Vien Kinh Doanh Chi Nhanh Hung Yen - Khong Yeu Cau Kinh Nghiem (Phong Van Truoc Tet, Di Lam Sau Tet)","SAPO Technology., JSC",Hung Yen,13.5
[Lai Chau]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Lai Chau,20.0
"Nhan Vien Kinh Doanh Chi Nhanh Vinh Phuc - Thu Nhap Upto 12 - 15 Trieu/Thang (Phong Van Truoc Tet, Di Lam Sau Tet)","SAPO Technology., JSC",Vinh Phuc,13.5
[Yen Bai]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Yen Bai,20.0
[HCM] Truong Phong Kinh Doanh Web/Omni,"SAPO Technology., JSC",TP HCM,30.0
[Nam Dinh]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Nam Dinh,20.0
[Phu Tho]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Phu Tho,20.0
[Tuyen Quang]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Tuyen Quang,20.0
[Vinh Phuc]  GIAM SAT XAY DUNG TRANG TRAI CHAN NUOI (LUONG 15 ~ 25 TRIEU),Cong Ty TNHH Japfa Comfeed Viet Nam,Vinh Phuc,20.0
Doi Truong/To Truong Nong Truong (Lam Viec Tai Campuchia),CONG TY CO PHAN NONG NGHIEP TRUONG HAI,Gia Lai,8.5
Nhan Vien Kho (Co Chung Chi Lai Xe Nang),CONG TY CP TMDV DAT MOI (ALC CORP),TP HCM,7.25
SENIOR MARKETING EXECUTIVE,Cong Ty CP TMDV DAT MOI (ALC Corp),TP HCM,25.0
Nhan Vien Tu Van Tuyen Sinh (Educational Planner) - ILA Da Nang,CTY TNHH ILA VIET NAM,Da Nang,11.0
"Nhan Vien Kinh Doanh Chi Nhanh Thai Nguyen - Thu Nhap Upto 12 -15 Trieu/Thang (Phong Van Truoc Tet, Di Lam Sau Tet)","SAPO Technology., JSC",Thai Nguyen,13.5
"Nhan Vien Kinh Doanh Chi Nhanh Bac Ninh - Khong Yeu Cau Kinh Nghiem (Phong Van Truoc Tet, Di Lam Sau Tet)","SAPO Technology., JSC",Bac Ninh,13.5
Nhan Vien Kinh Doanh Tai TP Thanh Hoa - Thu Nhap 10 Trieu - 15 Trieu/Thang,"SAPO Technology., JSC",Thanh Hoa,12.5
[HCM] Nhan Vien Tu Van Phan Mem POS/GO/FNB,"SAPO Technology., JSC",TP HCM,20.0
[HCM] Truong Phong Kinh Doanh Phan Mem POS/GO/FNB,"SAPO Technology., JSC",TP HCM,30.0
Nhan Vien Kinh Doanh Phan Mem Sapo POS/GO/FNB Tai Vung Tau,"SAPO Technology., JSC",Ba Ria - Vung Tau,9.0
Nhan Vien Ky Thuat Co Dien,CONG TY TNHH GIAI PHAP THONG MINH GREEN,Ha Noi,10.0
NHAN VIEN KINH DOANH GIAO HANG TAN NHA-CN THAI NGUYEN,Cong Ty TNHH Yakult Viet Nam,Thai Nguyen,11.453188
NHAN VIEN KINH DOANH GIAO HANG NGOAI THANH - CHI NHANH AN GIANG (CUA HANG CHAU DOC),Cong Ty TNHH Yakult Viet Nam,An Giang,11.1
NHAN VIEN KINH DOANH GIAO HANG TAN NHA - CHI NHANH AN GIANG (CUA HANG CHAU DOC),Cong Ty TNHH Yakult Viet Nam,An Giang,11.4
[Nong Truong Wineco] [Chuyen Vien Ky Thuat San Xuat (Dua Luoi)],CONG TY CO PHAN DICH VU THUONG MAI TONG HOP WINCOMMERCE,Dong Nai,13.5
Nhan Vien Kinh Doanh Kenh Tan Nha - CN HCM (Kenh GT),Cong Ty TNHH Yakult Viet Nam,TP HCM,11.75
Nhan Vien Van Chuyen Noi Bo - HCM (Co bang lai xe hang C),Cong Ty TNHH Yakult Viet Nam,TP HCM,10.8
NHAN VIEN KY THUAT HO TRO TAI NHA KHACH HANG,FPT Telecom,Binh Duong,13.5
Nhan Vien Kinh Doanh Giao Hang Tan Nha - Cua hang Hai Duong,Cong Ty TNHH Yakult Viet Nam,Hai Duong,11.419688
[KCN YEN MY I HUNG YEN] - Chuyen Vien Dieu Phoi Kho Van,CONG TY CO PHAN DICH VU THUONG MAI TONG HOP WINCOMMERCE,Hung Yen,11.0
Cong Tac Vien Ban Hang - Dong Nai,Cong Ty TNHH Yakult Viet Nam,Dong Nai,8.5
TRO LY DU AN - XU LY DU LIEU,DIGI-TEXX VIETNAM LTD.,TP HCM,15.0
Nhan Vien Kinh Doanh Ban Phat Trien - CN Vinh,Cong Ty TNHH Yakult Viet Nam,Nghe An,12.5
Nhan Vien Thu No Qua Dien Thoai_Nhom Tren 90 ngay,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,TP HCM,9.0
NVKD Giao Hang Tan Nha Ban Phat Trien - Binh Dinh,Cong Ty TNHH Yakult Viet Nam,Binh Dinh,11.3
[Ngoc Hoi (Ngu Hiep) - Thanh Tri - Ha Noi] Nhan Vien Tu Van Ban Hang DTDD/Laptop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ha Noi,8.5
Cong Tac Vien Ban Hang Truc Tiep,Cong Ty TNHH Yakult Viet Nam,TP HCM,8.5
NHAN VIEN KY THUAT VE AUTOCAD (TIENG TRUNG),CONG TY TNHH KHOA HOC KY THUAT VN ETCH HOME,Hoa Binh,12.5
NVKD Ban Phat Trien Mien Trung - Hue & Quang Tri (Uu tien co bang lai B2),Cong Ty TNHH Yakult Viet Nam,Thua Thien - Hue,14.5
[HCM] Media Sales Executive,Cong Ty TNHH Lottecinema Viet Nam,TP HCM,10.0
Nhan Vien Kinh Doanh Ban Phat Trien - CH Vinh Long,Cong Ty TNHH Yakult Viet Nam,Vinh Long,11.3
Ky Su Thiet Ke Co Khi R&D (15-35 Trieu),TAP DOAN KAROFI HOLDING,Hung Yen,25.0
Nhan Vien Kinh Doanh Ban Hang Truc Tiep - CN Thanh Hoa,Cong Ty TNHH Yakult Viet Nam,Thanh Hoa,10.382688
(OceanEdu_Yen Phong Bac Ninh) Nhan Vien Tu Van,He Thong Anh Ngu Quoc Te Ocean Edu,Bac Ninh,9.0
NVKD Ban Hang Truc Tiep - Dong Thap,Cong Ty TNHH Yakult Viet Nam,Dong Thap,10.3
Nhan Vien Tu Van O To Tra Gop_HCM,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,TP HCM,10.75
Cong Tac Vien Trai Nghiem Mua Hang (Part Time - Toan Quoc),Cong Ty Co Phan Duoc Pham FPT Long Chau,TP HCM,2.5
Nhan Vien Thu No Qua Dien Thoai_Part Time 6 Thang,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,TP HCM,8.5
[Pho Ga - Thuong Tin - Ha Noi] Nhan Vien Tu Van Ban Hang DTDD/Laptop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ha Noi,8.5
Nhan Vien Ke Toan Thanh Toan (Phu Trach Ho So Vay),Cong Ty CP Eurowindow,Ha Noi,9.5
[Dao Xuyen - Da Ton - Gia Lam - Ha Noi] Nhan Vien Tu Van Ban Hang,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ha Noi,8.5
"Chuyen Vien Tu Van [Ocean Edu - Tien Du, Bac Ninh]",He Thong Anh Ngu Quoc Te Ocean Edu,Bac Ninh,7.0
[Doc La - Gia Lam - Ha Noi] Nhan Vien Tu Van Ban Hang DTDD/Laptop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ha Noi,8.5
NHAN VIEN KINH DOANH - GIAO HANG TAN NHA (CN HA NAM),Cong Ty TNHH Yakult Viet Nam,Ha Nam,11.5
[Quan Ganh - Thuong Tin - Ha Noi] Nhan Vien Tu Van Ban Hang DTDD/Laptop,Cong Ty Co Phan Ban Le Ky Thuat So FPT,Ha Noi,8.5
(OceanEdu_Yen Phong Bac Ninh) Nhan Vien Cham Soc Khach Hang,He Thong Anh Ngu Quoc Te Ocean Edu,Bac Ninh,9.0
TRADE MARKETING EXECUTIVE,CONG TY TNHH CHAN NUOI TAFA VIET,TP HCM,11.0
"Chuyen Vien Cham Soc Khach Hang [Ocean Edu - Tien Du, Bac Ninh]",He Thong Anh Ngu Quoc Te Ocean Edu,Bac Ninh,7.0
NHAN VIEN KINH DOANH CN YEN BAI - CO BANG LAI XE,Cong Ty TNHH Yakult Viet Nam,Yen Bai,10.492688000000001
Nhan Vien Kinh Doanh Ban Hang Tan Nha (Phong van tai Quan 12),Cong Ty TNHH Yakult Viet Nam,TP HCM,11.75
CTV Ban Hang - Dong Thap,Cong Ty TNHH Yakult Viet Nam,Dong Thap,7.0
NHAN VIEN BAN PHAT TRIEN - CN BINH DINH,Cong Ty TNHH Yakult Viet Nam,Binh Dinh,11.342688
NHAN VIEN KINH DOANH QUAN LY CONG TAC VIEN,Cong Ty TNHH Yakult Viet Nam,Binh Dinh,10.382688
Nhan Vien Kinh Doanh Giao Hang Tan nha - CN Yen Bai,Cong Ty TNHH Yakult Viet Nam,Yen Bai,11.3
PG DUNG LINE NHAN HANG SUA YAKULT TAI SIEU THI GO GO DAU - CN TAY NINH,Cong Ty TNHH Yakult Viet Nam,Tay Ninh,5.9485
Nhan Vien Kinh Doanh Giao Hang Tan Nha - CN Nam Dinh,Cong Ty TNHH Yakult Viet Nam,Nam Dinh,11.4
Chuyen Vien Cham Soc Khach Hang [Ocean Edu - Tu Son],He Thong Anh Ngu Quoc Te Ocean Edu,Bac Ninh,8.0
NVKD Ban Phat Trien - Lam Dong,Cong Ty TNHH Yakult Viet Nam,Lam Dong,14.5
Chuyen Vien Kinh Doanh [Ocean Edu Me Linh],He Thong Anh Ngu Quoc Te Ocean Edu,Ha Noi,11.0
Chuyen Vien Tu Van [Ocean Edu Nguyen Trai],He Thong Anh Ngu Quoc Te Ocean Edu,Ha Noi,13.5
Nhan Vien Kinh Doanh [Ocean Edu Nguyen Trai],He Thong Anh Ngu Quoc Te Ocean Edu,Ha Noi,13.5
PHU TRACH TUYEN DUNG NGANH THAM MY/SPA/LAM DEP,Tap Doan Thanh Hang,Ha Noi,16.5
"Quan Ly Phong Kham Tham My, Spa",Tap Doan Thanh Hang,TP HCM,25.0
Chuyen Vien Marketing Tong hop,Tap Doan Thanh Hang,TP HCM,17.5
"NHAN VIEN HOC VIEC HANH CHINH NHAN SU (LAM TAI 169 BUI THI XUAN, HA NOI)",Tap Doan Thanh Hang,Ha Noi,4.5
[Tay Ninh] - Phu Trach Kinh Doanh Khu Vuc,TONG CONG TY BAO VIET NHAN THO,Tay Ninh,11.5
Chuyen Vien Tuyen Sinh [Ocean Edu Hai Duong 2],He Thong Anh Ngu Quoc Te Ocean Edu,Hai Duong,12.5
[Phu Quoc] Giam Sat/Phu Trach Kinh Doanh Khu Vuc (ASM),TONG CONG TY BAO VIET NHAN THO,Kien Giang,15.0
Nhan Vien Thu Hoi No Truc Tiep_Binh Phuoc,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Binh Phuoc,9.5
Nhan Vien Thu Hoi No Truc Tiep_Ben Tre,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Ben Tre,63.5
IT Helpdesk ( Dong Nai ),Cong Ty TNHH TM & KT Tin Hoc TTC,Dong Nai,11.0
Nhan Vien Thu Hoi No Truc Tiep_Hau Giang,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Hau Giang,63.5
"Nhan Vien Ky Thuat Trien Khai Bao Tri tai  Dong Anh, Soc Son- Ha Noi",FPT Telecom,Ha Noi,11.5
Nhan Vien Tu Van Bao Hiem_Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Dong Thap,16.0
Vung Tau_Nhan Vien Tu Van Kinh Doanh,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Ba Ria - Vung Tau,10.0
Dak Nong_Nhan Vien Tu Van Kinh Doanh,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Dak Nong,10.0
Nhan Vien Ban Hang Qua Dien_Cao Lanh Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam JACCS,Dong Thap,11.0
Data Reporting,LacViet Computing Corporation,TP HCM,13.5
[Rach Gia - Kien Giang] Chuyen Vien Dich Vu Khach Hang,TONG CONG TY BAO VIET NHAN THO,Kien Giang,11.5
"NHAN VIEN TU VAN THAM MY (HAI BA TRUNG, HA NOI)",Tap Doan Thanh Hang,Ha Noi,25.0
"Nhan Vien Content FB Mang Tham My, Lam Dep (Hai Ba Trung, Ha Noi, 9-12Trieu)",Tap Doan Thanh Hang,Ha Noi,10.5
QUAN LY VIEN CHAM SOC SUC KHOE VA SAC DEP THANH HANG BEAUTY MEDI,Tap Doan Thanh Hang,Ha Noi,42.5
"NHAN VIEN TU VAN THAM MY (DA LIEU, SPA, MY PHAM) (HCM)",Tap Doan Thanh Hang,TP HCM,23.5
"TRUONG PHONG MARKETING THANH HANG BEAUTY MEDI (LINH VUC THAM MY, NHA KHOA, LAM DEP - LAM TAI HBT, HA NOI)",Tap Doan Thanh Hang,Ha Noi,32.5
[Kien Giang] Chuyen Vien Ho Tro Kinh Doanh (Khong sale),TONG CONG TY BAO VIET NHAN THO,Kien Giang,10.0
[Ba Ria Vung Tau] Chuyen Vien Ho Tro Kinh Doanh,TONG CONG TY BAO VIET NHAN THO,Ba Ria - Vung Tau,11.5
Nhan Vien Bao Duong May Moc,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,8.5
Nhan Vien Telesale [Ocean Edu - Hoa Binh ],He Thong Anh Ngu Quoc Te Ocean Edu,Hoa Binh,10.0
Ky Thuat Vien Nhom Phat Trien Cong Nghe,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,10.0
[Ba Ria Vung Tau] - Phu Trach Kinh Doanh Khu Vuc,TONG CONG TY BAO VIET NHAN THO,Ba Ria - Vung Tau,15.0
THUC TAP SINH CO DIEN - CO LUONG,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,6.5
NHAN VIEN VAN HANH MAY,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,10.0
[WINCOMMERCE - VISIP 2 BINH DUONG] - Chuyen Vien Dieu Phoi Kho Van,CONG TY CO PHAN DICH VU THUONG MAI TONG HOP WINCOMMERCE,Binh Duong,9.0
[Quan Ha Dong - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
KE TOAN VIEN,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Bac Ninh,8.5
Chuyen Vien Tu Van [Ocean Edu Luong Son],He Thong Anh Ngu Quoc Te Ocean Edu,Hoa Binh,12.0
Nhan Vien  Thu Kho,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,8.75
CHUYEN VIEN KINH DOANH - Luong hap dan,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Bac Ninh,10.0
Nhan Vien Co Dien,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,8.5
[Hung Yen] Nhan Vien Ke Hoach San Xuat,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,10.5
NHAN VIEN HCNS - DI LAM NGAY,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Bac Ninh,10.5
GIAM DOC SAN XUAT - NHA MAY SXLR O TO CHUYEN DUNG (NHAN VIEC SAU TET),CONG TY CO PHAN O TO VU LINH,Hung Yen,22.5
Nhan Vien Kiem Soat Chat Luong,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,8.25
NHAN VIEN KE TOAN GIA THANH,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,8.5
NHAN VIEN XUAT NHAP KHAU,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,10.0
[Huyen Gia Lam - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Quan Long Bien - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Bancassurance Tai Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Quan Hoan Kiem - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Quan Ba Dinh - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Quan Hoang Mai - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Quan Hai Ba Trung - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
VietinBank CN Chuong Duong - Chuyen Vien Tu Van Bao Hiem Kenh Lien Ket Ngan Hang,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,25.0
Ngan Hang SCB Thanh Xuan - Chuyen Vien Tu Van Bao Hiem Kenh Bancassurance,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
Thuan Thanh - Chuyen Vien Tu Van Bao Hiem - Kenh Lien Ket Ngan Hang VietinBank (Khong Yeu Cau Kinh Nghiem),CONG TY TNHH MANULIFE (VIET NAM),Bac Ninh,17.0
[Phu Nhuan - HCM] Chuyen Vien Tu Van Bao Hiem - Kenh Lien Ket Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),TP HCM,7.0
[Quan 2 - HCM] Chuyen Vien Tu Van Bao Hiem - Kenh Lien Ket Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),TP HCM,7.0
[Thu Duc - HCM] Chuyen Vien Tu Van Bao Hiem - Kenh Lien Ket Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),TP HCM,7.0
"[Vietinbank Soc Son, Long Bien] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang",CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,20.0
[Ngan Hang Vietinbank Tuyen Quang] Chuyen Vien Tu Van Bao Hiem - Kenh Lien Ket Ngan Hang,CONG TY TNHH MANULIFE (VIET NAM),Tuyen Quang,20.0
[Quan Nam Tu Liem - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Q. Thanh Xuan - HN] Chuyen Vien Tu Van Tai Chinh Cap Cao - Du An Bancas VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,16.0
[Quan Cau Giay - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
[Quan Dong Da - Ha Noi] Chuyen Vien Tu Van Bao Hiem - Kenh Hop Tac Ngan Hang VietinBank,CONG TY TNHH MANULIFE (VIET NAM),Ha Noi,7.0
"[Tu Son, TP Bac Ninh] Ngan Hang Vietinbank - Chuyen Vien Tu Van Bao Hiem Kenh Bancassurance",CONG TY TNHH MANULIFE (VIET NAM),Bac Ninh,25.0
NHAN VIEN HANH CHINH,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,10.5
NHAN VIEN KE TOAN NGAN HANG,Cong Ty CP Dau Tu Va Phat Trien Thai Duong,Hung Yen,8.5
