name,company,location,average_salary
Nhan Vien Thiet Ke Do Hoa Game 2D,CONG TY CP CONG NGHE VA TRUYEN THONG NETVIET,Ha Noi,14.0
Nhan Vien Ke Toan Thue,Cong ty TNHH Xuat nhap khau Thuong mai Yen Phat,Ha Noi,13.0
Nhan Vien Quay Dung Video - Video Editor,Cong Ty CP Thuong Mai Truc Tuyen Dang Gia,Ha Noi,11.0
Nhan Vien Phat Trien Phan Mem Android,CONG TY CP CONG NGHE VA TRUYEN THONG NETVIET,Ha Noi,17.3
Nhan Vien Review/ MC San Pham Dien May,Cong Ty CP Thuong Mai Truc Tuyen Dang Gia,Ha Noi,10.5
Giam Sat Thi Cong Noi That,Cong Ty TNHH Dau Tu Xay Dung Bao Khang,TP HCM,11.0
Nhan Vien Telesales - Cham Soc Khach Hang,Cong Ty TNHH Dau Tu Xay Dung Bao Khang,TP HCM,9.5
Nhan Vien Kinh Doanh BDS,Cong Ty TNHH Dau Tu Xay Dung Bao Khang,TP HCM,7.0
Chuyen Vien Truyen Thong Thuong Hieu,CONG TY TNHH DAU TU THUONG MAI VENUS,Ha Noi,12.5
Nhan Vien Kinh Doanh B2B (co tuyen sinh vien kha gioi moi ra truong),Cong Ty TNHH Di Dai Hung,TP HCM,12.5
NHAN VIEN HANH CHINH LE TAN,CONG TY CP TMDV TACO VIET NAM,Ha Noi,10.0
Ke Toan Vien,CONG TY TNHH NEO NAM VIET,TP HCM,9.0
Cong Tac Vien Content Marketing,CONG TY TNHH MAGEPLAZA,Ha Noi,3.0
Nhan Vien Ke Toan Noi Bo,CONG TY TNHH XNK BAC HA XANH,Da Nang,7.0
"Nghia Dan, Nghe An - Thu Kho - Hop dong 6 thang",Cong Ty CP Chuoi Thuc Pham TH,Nghe An,8.0
Nhan Vien Ky Thuat Lap Dat,Cong Ty Co Phan Tap Doan The Gioi Dien Giai,Ba Ria - Vung Tau,15.0
Chuyen Vien Cao Cap Phap Che,Cong Ty Co Phan Tap Doan Danko,Ha Noi,27.5
KY SU THI NGHIEM DIEN,VNREE,Bac Ninh,13.5
Chuyen Vien Ke Toan Gia Thanh,Cong Ty Co Phan Tap Doan Danko,Ha Noi,20.0
Chuyen Vien Ke Toan Thanh Toan,Cong Ty Co Phan Tap Doan Danko,Ha Noi,17.5
Marketing Executive,CONG TY CO PHAN THUONG MAI VA DAU TU PRIMEX,Da Nang,11.0
Customer Service (Part Time),Cong Ty Canawan Global,TP HCM,3.4
KE TOAN VIEN,CONG TY CO PHAN THUONG MAI VA DAU TU PRIMEX,Da Nang,7.0
Lap trinh vien PHP,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,25.0
Chuyen Vien Tu Van/ Telesales Tuyen Sinh - Lien Ket Cac Truong Dai Hoc (Ha Noi),CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,17.5
Chuyen Vien Tu Van/ Telesales Tuyen Sinh - Lien Ket Cac Truong Dai Hoc ( HCM),CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,TP HCM,17.5
Nhan Vien Ke Toan Ban Hang Kiem Sale Admin,Cong Ty Co Phan Funny Group,Ha Noi,6.5
Chuyen Vien Van Hanh Giao Duc Truc Tuyen (Edtech) - Thu Nhap Tu 8-10 Trieu/Thang,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,9.0
Nhan Vien Dung Video,Cong Ty Co Phan Thuong Mai Va Dich Vu Lavian,Ha Noi,16.5
Chuyen Vien Phan Tich Nghiep Vu ( Business Analyst ),CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,17.5
Nhan Vien Moc,CONG TY TNHH THIET KE THOI GIAN,Can Tho,6.0
Devops Engineer,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,23.5
IT ENGINEER/ NHAN VIEN IT,CONG TY TNHH MI-JACK VIET NAM,Ba Ria - Vung Tau,16.0
Pho Phong Quan Ly Hoc Tap - Cham Soc Sinh Vien,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,25.0
Hoa Vien Kien Truc Noi That,CONG TY TNHH THIET KE THOI GIAN,Can Tho,6.5
Nhan Vien Ke Toan Noi Bo,Golden House Vietnam,Hai Phong,6.5
Thuc Tap Sinh Digital Marketing (HCM),CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,TP HCM,4.0
Ky Thuat Vien Lap Trinh Va Van Hanh May CNC,CONG TY TNHH THIET KE THOI GIAN,Can Tho,6.0
PHP Developer,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,25.0
Truong Nhom Content Marketing,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,19.5
Chuyen Vien Ke Toan Tong Hop,CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,11.0
Nhan Vien Du An,CONG TY TNHH HALO GROUP,TP HCM,11.5
Chuyen Vien Van Hanh - IT Support (San Pham Elearning - Edtech),CONG TY CP CONG NGHE GIAO DUC TRUONG HOC TRUC TUYEN ONSCHOOL,Ha Noi,12.0
NHAN VIEN KINH DOANH NONG SAN PHIA NAM (GAO),CONG TY CO PHAN TAP DOAN GIONG CAY TRONG VIET NAM,Binh Duong,11.5
Nhan Vien Thiet Ke Do Hoa,Cong Ty Co Phan Thuong Mai Va Dich Vu Lavian,Ha Noi,19.0
[Da Nang] IT Comtor - Tieng Nhat N2 ~ N1,CONG TY CO PHAN VNEXT SOFTWARE,Da Nang,23.4
Bien Tap Vien,Cong Ty Co Phan Thuong Mai Va Dich Vu Lavian,Ha Noi,16.5
ELECTRICAL ENGINEER/ KY SU DIEN,CONG TY TNHH MI-JACK VIET NAM,Ba Ria - Vung Tau,17.5
THO CHAN UON,CONG TY TNHH MI-JACK VIET NAM,Ba Ria - Vung Tau,12.5
Nhan Vien Ban Hang Kiem Thu Ngan,Cong Ty TNHH Ban Le Phuong Nam,TP HCM,5.4
Nhan Vien Kinh Doanh,Cong Ty TNHH Phan Mem Viet Da,Da Nang,7.0
Nhan Vien Kinh Doanh Tai Van Phong (Mang Noi That),Cong Ty Co Phan Thiet Ke Va Thi Cong Noi That Ngoi Sao Phan Nguyen,Da Nang,9.5
Ky Su Trac Dac,Cong Ty TNHH Xay Dung Hang Dai,TP HCM,13.5
Nhan Vien Viet Tai Lieu Phat Trien Phan Mem,Cong Ty TNHH Phan Mem Viet Da,Da Nang,15.0
Nhan Vien Kinh Doanh Thi Truong (Mang Noi That - Luong 10 Trieu),Cong Ty Co Phan Thiet Ke Va Thi Cong Noi That Ngoi Sao Phan Nguyen,Da Nang,10.0
Cua Hang Truong Thoi Trang Tai Vincom Quang Trung - HCM,He Thong Thoi Trang Cao Cap Pantio,TP HCM,11.5
Nhan Vien Soan Va Dong Goi Don Hang,CONG TY TNHH DGU,Da Nang,6.0
Cua Hang Truong Thoi Trang Tai Nguyen Thi Thap - HCM,He Thong Thoi Trang Cao Cap Pantio,TP HCM,11.5
Nhan Vien Thiet Ke Do Hoa,He Thong Thoi Trang Cao Cap Pantio,Ha Noi,11.5
Nhan Vien Kinh Doanh Phan Mem Quan Ly Ban Hang,CONG TY CO PHAN PHAT TRIEN CONG NGHE VA TRUYEN THONG EQ (EQVN),TP HCM,20.0
Nhan Vien Tai Chinh Doanh Nghiep,TAP DOAN XAY DUNG MINH DUC,Ha Noi,22.5
Nhan Vien Ke Toan,Cong Ty CP Xuat Nhap Khau MHS Viet Nam,Ha Noi,8.5
NHAN VIEN KINH DOANH,TAP DOAN XAY DUNG MINH DUC,Da Nang,12.5
Nhan Vien Chung Tu Xuat Nhap Khau Va Khai Bao Hai Quan,Cong Ty CP Xuat Nhap Khau MHS Viet Nam,Ha Noi,9.0
Nhan Vien Sales Xuat Khau,Cong Ty CP Xuat Nhap Khau MHS Viet Nam,Ha Noi,14.0
Nhan vien Sales Admin,CONG TY CO PHAN PHAT TRIEN CONG NGHE VA TRUYEN THONG EQ (EQVN),TP HCM,8.5
Thuc Tap Sinh Business Analyst,CONG TY CO PHAN PHAT TRIEN CONG NGHE VA TRUYEN THONG EQ (EQVN),TP HCM,1.0
Lap Trinh Vien,CONG TY CO PHAN PHAT TRIEN CONG NGHE VA TRUYEN THONG EQ (EQVN),TP HCM,16.5
Nhan Vien Kinh Doanh Khoa Hoc,CONG TY CO PHAN PHAT TRIEN CONG NGHE VA TRUYEN THONG EQ (EQVN),TP HCM,20.0
CARD OPERTER- TIENG NHAT,Cong Ty TNHH Thiet Ke ASIEM,TP HCM,9.5
Nhan Vien Ke Toan Tong Hop,CONG TY CO PHAN PHAT TRIEN CONG NGHE VA TRUYEN THONG EQ (EQVN),TP HCM,14.0
DESIGN ENGINEER/ KY SU THIET KE CO KHI ( SL: 4),CONG TY TNHH MI-JACK VIET NAM,Ba Ria - Vung Tau,16.0
[HN] Nhan Vien Sales Tu Van Giai Phap Marketing,Cong Ty TNHH Lumos Viet Nam,Ha Noi,13.0
[HCM] Nhan Vien Sales Tu Van Giai Phap Marketing,Cong Ty TNHH Lumos Viet Nam,TP HCM,13.0
Dieu Phoi Hoc Vu,Cong ty TNHH Dich Vu Giao Duc EB,TP HCM,10.0
Nhan Vien Kinh Doanh - Giao Duc,Cong ty TNHH Dich Vu Giao Duc EB,TP HCM,10.5
Nhan Vien Ky Thuat Bao Hanh,Cong Ty TNHH KANGWON GROUP,Ha Noi,9.0
CHUYEN VIEN HO TRO KINH DOANH,Cong ty TNHH Dich Vu Giao Duc EB,Gia Lai,6.0
Nhan Vien Ke Toan Tong Hop,Travel Sense Asia,Ha Noi,10.0
Nhan Vien Mua Hang Quoc Te (Tieng Trung),Cong Ty TNHH KANGWON GROUP,Ha Noi,11.5
[VP Ha Dong] NHAN VIEN KINH DOANH PHAT TRIEN DAI LY,CONG TY TNHH KANGWON GROUP,Ha Noi,32.5
[LONG THANH] NHAN VIEN BAN HANG (CA TOI),CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Dong Nai,2.5
NHAN VIEN QUAY DUNG,CONG TY TNHH KANGWON GROUP,Ha Noi,11.5
[HN] Nhan Vien Content Marketing,Cong Ty TNHH Bibabo,Ha Noi,12.5
Nhan Vien Le Tan,Cong Ty TNHH KANGWON GROUP,Ha Noi,7.5
Chuyen Vien Content Marketing,CONG TY TNHH XUAT NHAP KHAU VA THUONG MAI GREEN EXIM,Ha Noi,10.0
[LONG THANH] - NHAN VIEN KY THUAT PHAN MEM (CA HANH CHINH),CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Dong Nai,7.0
Nhan Vien Xuat - Nhap Khau,CONG TY TNHH XUAT NHAP KHAU VA THUONG MAI GREEN EXIM,Ha Noi,12.5
Nhan Vien Kinh Doanh Xuat Khau,Cong Ty TNHH SX-TM-DV Qui Phuc,TP HCM,27.5
Nhan Vien Ke Toan Noi Bo,CONG TY TNHH XUAT NHAP KHAU VA THUONG MAI GREEN EXIM,Ha Noi,10.5
Nhan Vien Phu Kho (Nam),CONG TY TNHH XUAT NHAP KHAU VA THUONG MAI GREEN EXIM,Ha Noi,8.0
NHAN VIEN THI TRUONG,CONG TY TNHH XUAT NHAP KHAU VA THUONG MAI GREEN EXIM,Ha Noi,15.0
[HN] LAP TRINH VIEN PHP - LUONG TU 1000$,Cong Ty TNHH Bibabo,Ha Noi,23.4
[HN] NHAN VIEN TELESALES (THU NHAP TU 12 TRIEU +++),Cong Ty TNHH Bibabo,Ha Noi,12.0
Truong Phong Kinh Doanh Xuat Khau,Cong Ty TNHH SX-TM-DV Qui Phuc,TP HCM,40.0
Product Owner Intern (Onboard Thang 12),CONG TY TNHH BRALY,Ha Noi,5.0
NHAN VIEN BAN,Cong Ty CP Dich Vu Thuong Mai Va Du Lich Doanh Sinh,Ninh Binh,5.0
Nhan Vien Marketing Mobile App - User Acquisition (Upto 20M),CONG TY TNHH BRALY,Ha Noi,17.5
Fresher Android Developer,CONG TY TNHH BRALY,Ha Noi,11.5
Junior Video Editor (Upto 20M),CONG TY TNHH BRALY,Ha Noi,17.5
Ky Su Nong Nghiep,Cong Ty CP Dich Vu Thuong Mai Va Du Lich Doanh Sinh,Ninh Binh,6.5
Chuyen Vien Hanh Chinh Nhan Su,Cong Ty CP Dich Vu Thuong Mai Va Du Lich Doanh Sinh,Ninh Binh,7.0
Ke Toan Nha Hang,Cong Ty CP Dich Vu Thuong Mai Va Du Lich Doanh Sinh,Ninh Binh,8.0
Android Developer (Up to 35 mil. VND),Cong Ty TNHH DSGLOBAL VINA,Ha Noi,27.5
Nhan Vien Dich Vu Am Thuc,Nha Hang Kobe Teppanyaki,TP HCM,6.5
To Truong San Xuat,CONG TY TNHH NHUA KHANH PHONG PLASTICS,TP HCM,16.0
NHAN VIEN KE TOAN CONG NO,CONG TY TNHH SAINT - HONORE DAU TU VA THUONG MAI,Ha Noi,10.0
[Nguyen Quoc Tri - BigC Thang Long] - Nhan Vien Le Tan (Luong 7 Trieu),Cong Ty TNHH X.E Viet Nam,Ha Noi,7.0
Nhan Vien Pha Che,Nha Hang Kobe Teppanyaki,TP HCM,8.5
Nhan Vien Bep Sushi (Biet Tieng Anh hoac Tieng Nhat),Nha Hang Kobe Teppanyaki,TP HCM,10.0
Nhan Vien Kinh Doanh Buu Cuc,Cong Ty TNHH X.E Viet Nam,Ha Noi,12.5
[HOANG MAI] - ADMIN PHONG VAN TAI HANH KHACH,Cong Ty TNHH X.E Viet Nam,Ha Noi,11.0
Can Bo Ky Thuat Hien Truong,Cong ty TNHH Masstricht Viet Nam,Ha Noi,11.5
Nhan Vien Hanh Chinh Van Phong,CONG TY TNHH GIAO DUC QUOC TE NAM KHOI,Da Nang,7.5
[Ha Noi] Nhan Vien Kinh Doanh Du An (Mang da op lat),CONG TY TNHH MASSTRICHT VIET NAM,Ha Noi,11.5
Nhan Vien Thiet Ke Do Hoa (Graphic Designer),CONG TY TNHH MASSTRICHT VIET NAM,Ha Noi,12.0
Nhan Vien Thi Truong,Cong Ty TNHH Thuong Mai Va Tu Van Nghe Giang,Da Nang,13.5
Ky Su Cong Truong,Cong ty TNHH Masstricht Viet Nam,Ha Noi,17.5
Lap Trinh Vien ReactJS,Cong ty TNHH Lisod Viet Nam,Ha Noi,35.2
Structural Engineer / Ky Su Ket Cau,CONG TY TNHH MASSTRICHT VIET NAM,Ha Noi,12.5
Nhan Vien Logistics,Cong Ty TNHH Thuong Mai Va Tu Van Nghe Giang,Da Nang,10.5
React Native Developer,GMO-Z.com RUNSYSTEM - Thanh Vien Tap Doan GMO INTERNET Nhat Ban,Ha Noi,30.0
Sale Executive,GMO-Z.com RUNSYSTEM - Thanh Vien Tap Doan GMO INTERNET Nhat Ban,Ha Noi,17.5
Marketing Leader,GMO-Z.com RUNSYSTEM - Thanh Vien Tap Doan GMO INTERNET Nhat Ban,Ha Noi,32.5
Ky Su QA,CONG TY CO PHAN SCT HOLDINGS,Binh Duong,8.5
GIAM SAT NHA HANG,Khach San Manoir Des Arts,Hai Phong,9.0
To Truong Nha Hang,Khach San Manoir Des Arts,Hai Phong,8.0
Human Resources Intern,CONG TY CO PHAN VNETWORK,TP HCM,4.0
TRUONG PHONG HANH CHINH NHAN SU,Cong Ty Co Phan Dau Tu Phat Trien Sohee Han Quoc,Ha Noi,22.5
Nhan Vien Digital Marketing,Cong Ty Co Phan Dau Tu King Real,Da Nang,8.0
Nhan Vien Telesale Bat Dong San,Cong Ty Co Phan Dau Tu King Real,Da Nang,7.0
TRUONG NHOM SET-UP CUA HANG,Cong Ty TNHH San Xuat Thuong Mai Ky Thuat A Chau,TP HCM,30.0
GIAM SAT KINH DOANH,Cong Ty Co Phan Tap Doan Son Ha Xanh,Ha Noi,20.0
Quan Doc San Xuat,Cong Ty TNHH San Xuat Thuong Mai Ky Thuat A Chau,Long An,21.5
NHAN VIEN KE TOAN NHA HANG,Cong Ty Co Phan Tap Doan Son Ha Xanh,Ha Noi,8.0
Ky Su Co Dien,Cong Ty Co Phan Tap Doan Son Ha Xanh,Ha Noi,12.5
TRUONG PHONG PHAP CHE,Cong Ty Co Phan Tap Doan Son Ha Xanh,Ha Noi,35.2
NHAN VIEN KY THUAT SAN XUAT,Cong Ty Co Phan Tap Doan Son Ha Xanh,Vinh Phuc,10.0
[Hai Duong] NHAN VIEN KINH DOANH SALE THI TRUONG,Cong Ty Co Phan Tap Doan Son Ha Xanh,Hai Duong,12.5
NHAN VIEN THONG KE SAN XUAT,Cong Ty Co Phan Tap Doan Son Ha Xanh,Vinh Phuc,8.0
[Hai Duong] NHAN VIEN KE TOAN NOI BO,Cong Ty Co Phan Tap Doan Son Ha Xanh,Hai Duong,8.25
Nhan Vien Kinh Doanh,Cong Ty Bat Dong San RedPro Viet Nam,Ha Noi,9.0
Nhan Vien Cham Soc Khach Hang - Khong Can Kinh Nghiem,CONG TY TNHH VAN PHUC,TP HCM,9.5
NHAN VIEN SAN THUONG MAI DIEN TU,Cong Ty TNHH Thuong Mai Va Xuat Nhap Khau THG,Ha Noi,11.5
Chuyen Vien Tu Van Ban Hang Noi That,Cong Ty TNHH Thuong Mai Va Xuat Nhap Khau THG,Ha Noi,11.5
Nhan Vien Ban Hang Tai Showroom,Cong Ty TNHH Thuong Mai Va Xuat Nhap Khau THG,Ha Noi,11.5
Nhan Vien Kinh Doanh Noi That Cao Cap,Cong Ty TNHH Thuong Mai Va Xuat Nhap Khau THG,Ha Noi,11.5
Nhan Vien Chung Tu Hai Quan [Quang Ninh],Cong Ty TNHH Thuong Mai Va Xuat Nhap Khau THG,Quang Ninh,10.0
Nhan Vien Thong Ke,Cong Ty TNHH Suntel Vina,Hai Duong,6.0
Nhan Vien Kho Nguyen Vat Lieu,Cong Ty TNHH Suntel Vina,Hai Duong,9.0
GIAM DOC SAN XUAT,Cong Ty TNHH ZDL Viet Nam,Ha Nam,25.0
Nhan Vien Hanh Chinh Nhan Su,Cong Ty TNHH The Beauty House,TP HCM,10.5
Sourcing Manager,CIBON TOOL VIETNAM,Bac Ninh,30.0
Nhan Vien Thiet Ke Do Hoa,Cong Ty Co Phan Dau Tu Phat Trien Sohee Han Quoc,Ha Noi,17.5
Nhan Vien Nghien Cuu,Cong Ty Co Phan Duoc Khoa,Hoa Binh,12.0
Nhan Vien Ke Hoach,Cong Ty Co Phan Duoc Khoa,Hoa Binh,9.0
Nhan Vien Ky Thuat Duoc,Cong Ty Co Phan Duoc Khoa,Bac Ninh,12.0
Nhan Vien Admin,GMO-Z.com RUNSYSTEM - Thanh Vien Tap Doan GMO INTERNET Nhat Ban,Ha Noi,9.0
International Sales Manager,GMO-Z.com RUNSYSTEM - Thanh Vien Tap Doan GMO INTERNET Nhat Ban,Ha Noi,35.0
NHAN VIEN KY THUAT SAN XUAT (Biet Tieng Trung),Cong Ty TNHH ZDL Viet Nam,Ha Nam,17.5
Senior Sourcing Specialist,CIBON TOOL VIETNAM,Bac Ninh,20.0
Nhan Vien Ke Toan Kho,Cong Ty Co Phan Duoc Khoa,Hoa Binh,9.0
Truong Bo Phan QC - Long An,Cong Ty TNHH San Xuat Tap Doan Dai Viet,Long An,21.5
Thu Kho,Cong Ty Co Phan Duoc Khoa,Bac Ninh,11.0
Chuyen Vien Van Hanh Tiktok Shop,Cong Ty Co Phan Belie (DHC Viet Nam),TP HCM,12.5
Chuyen Vien Phat Trien Dau Tu - Dat Dai (Tieng Anh/ Nhat)- HCM,CareerLink's Client,TP HCM,29.3
PHU QUOC - NHAN VIEN BAN HANG (CA HANH CHINH),CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Kien Giang,7.000002499999999
Sales Manager,Cong Ty Co Phan LitCommerce,Ha Noi,29.3
PHU QUOC - NHAN VIEN KY THUAT PHAN MEM (CA TOI),CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Kien Giang,2.5
PHU QUOC - NHAN VIEN KY THUAT PHAN MEM (CA HANH CHINH),CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Kien Giang,7.0
PHU QUOC - NHAN VIEN BAN HANG CA TOI,CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Kien Giang,2.5
Customer Service Manager (E-commerce),Cong Ty Co Phan LitCommerce,Ha Noi,25.0
[SOC TRANG] - Nhan Vien Ky Thuat Phan Mem (Ca Toi),CONG TY CO PHAN XAY DUNG VA DAU TU THUONG MAI HOANG HA,Soc Trang,2.5
EXPORT SALES EXECUTIVE - BASIC SALARY 12-18 MILLION + COMMISSION + OTHER BENEFITS,Cong Ty CP TMDV DAT MOI (ALC Corp),TP HCM,15.0
Fresher Tester,CONG TY TNHH SETA INTERNATIONAL VIET NAM,Ha Noi,12.0
NHAN VIEN KY THUAT MAY TINH,Cong ty TNHH Vilapa,Ha Noi,11.0
HR Intern,CONG TY TNHH SETA INTERNATIONAL VIET NAM,Ha Noi,4.0
NHAN VIEN TELESALE,Cong Ty TNHH Vilapa,Ha Noi,11.25
Chuyen Vien Digital Marketing,Cong Ty TNHH Thuong Mai Dich Vu Tra Sua Meo Vang,TP HCM,12.5
Account Executive (Marketing),Cong Ty TNHH Thuong Mai Dich Vu Tra Sua Meo Vang,TP HCM,9.5
Giao Vien Tieu Hoc -Pathway Tue Duc - Eco Green Quan 7,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,11.5
Giao Vien Tieu Hoc -Pathway Tue Duc - Quan 12,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,11.5
Nhan Vien KCS (Uu Tien Tieng Anh/ Tieng Trung),Cong Ty Co Phan Cong Nghiep Xay Dung 204,Hai Phong,11.0
Giao Vien Trung Hoc Mon Toan - Pathway Tue Duc - Tan Binh,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,13.5
Giao Vien Trung Hoc Mon Van - Pathway Tue Duc - Tan Binh,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,13.5
Chuyen Vien M&A,Cong Ty Co Phan Xe Khach Phuong Trang Futa Bus Lines,TP HCM,17.5
Giao Vien Trung Hoc Mon Anh Van - Pathway Tue Duc - Tan Binh,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,13.5
Giao Vien Trung Hoc Mon Tin Hoc - Pathway Tue Duc - Tan Binh,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,13.5
Giao Vien Trung Hoc Mon DGCD - Pathway Tue Duc - Tan Binh,Cong Ty Co Phan Giao Duc Lien Minh Bach Khoa,TP HCM,13.5
Chuyen Vien Thi Truong Nha Cong Nghiep (Tieng Anh/ Tieng Trung),Cong Ty Co Phan Cong Nghiep Xay Dung 204,Hai Phong,18.5
Chi Huy Truong Cong Truong,Cong Ty Co Phan Cong Nghiep Xay Dung 204,Hai Phong,20.0
Chuyen Vien Phat Trien Thi Truong,Cong Ty Co Phan Xe Khach Phuong Trang Futa Bus Lines,TP HCM,16.5
Thu Ky Tong Giam Doc,CONG TY TNHH MANHOMES,Can Tho,10.0
Chuyen Vien Nhan Su Tong Hop,Cong Ty Co Phan Xe Khach Phuong Trang Futa Bus Lines,TP HCM,20.0
NHAN VIEN KE TOAN,Green Garden Fine Wine - Dinning,TP HCM,9.0
Nhan Vien Phu Bep,KHACH SAN SANOUVA SAI GON,TP HCM,6.5
NHAN VIEN PHUC VU NHA HANG,Green Garden Fine Wine - Dinning,TP HCM,6.0
NHAN VIEN KE TOAN TONG HOP - THUE,Cong Ty Co Phan Ky Thuat Cong Nghe Nam Thanh,Ha Noi,11.5
FO Supervisor/ Giam Sat Tien Sanh,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
Truong Phong Nhan Su,CONG TY TNHH MANHOMES,Can Tho,8.0
Ke Toan Truong,CONG TY TNHH MANHOMES,Can Tho,8.0
Nhan Vien Kinh Doanh,CONG TY TNHH MANHOMES,Can Tho,6.2
Nhan Vien Event Marketing,CONG TY TNHH MANHOMES,Can Tho,8.5
Truong Phong Hanh Chinh,CONG TY TNHH MANHOMES,Can Tho,8.0
Nhan Vien Trien Khai Ban Ve Ky Thuat Shop Drawing,Cong Ty TNHH Khong Gian Moi,Ha Noi,14.5
Bep Chinh Khach San,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
Chuyen Vien Kinh Doanh,Cong Ty TNHH Khong Gian Moi,Ha Noi,20.0
Nhan Vien Thiet Ke Chieu Sang,Cong Ty Co Phan Cong Nghe Renso,TP HCM,16.0
Quan Ly Du An,Cong Ty TNHH Khong Gian Moi,Ha Noi,17.5
Nhan Vien Ke Toan Tong Hop,Cong Ty TNHH Khong Gian Moi,Ha Noi,17.5
Kien Truc Su,Cong ty TNHH Khong gian moi,Ha Noi,15.0
"Nhan Vien Bao Tri Dien, Nuoc",KHACH SAN SANOUVA SAI GON,TP HCM,6.5
Nhan Vien Ke Toan Tong Hop,Cong Ty TNHH Thuong Mai Duoc Pham Trang Ly,Ha Noi,12.5
Nhan Vien Ke Toan Tong Hop,Truong Reigate Grammar Viet Nam,Ha Noi,10.0
Giao Vien Tieng Viet,Truong Reigate Grammar Viet Nam,Ha Noi,10.0
Truong Phong Nhan Su,Truong Reigate Grammar Viet Nam,Ha Noi,17.5
Nhan Vien Buong Phong Khach San,KHACH SAN SANOUVA SAI GON,TP HCM,6.5
Thuc Tap Sinh Bo Phan Bao Tri May Moc,KHACH SAN SANOUVA SAI GON,TP HCM,2.0
Sales Executive,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
Waiter/Waitress,KHACH SAN SANOUVA SAI GON,TP HCM,6.5
Restaurant Supervisor,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
Giam Sat Buong Phong Khach San,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
General Accountant,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
Intern Accountant,KHACH SAN SANOUVA SAI GON,TP HCM,2.0
Front Office Manager,KHACH SAN SANOUVA SAI GON,TP HCM,16.0
Nhan Vien Ke Toan Kho,Cong Ty Co Phan Bt International,TP HCM,9.0
Floor Supervisor Sanouva Hotel,KHACH SAN SANOUVA SAI GON,TP HCM,10.0
NHAN VIEN PHONG NGOAI GIAO VA THUONG MAI QUOC TE KIEM PHAT TRIEN SAN PHAM ( NV R&D FAIT),CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,Ha Noi,12.5
NHAN VIEN PHONG NGOAI GIAO VA THUONG MAI QUOC TE (NV FAIT),CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,Ha Noi,12.5
Tiktokshop Development Executive,CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,TP HCM,12.5
Social Management,CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,TP HCM,9.0
NHAN VIEN KY THUAT LIVESTREAM,CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,TP HCM,9.0
BRAND MARKETING EXECUTIVE,CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,TP HCM,12.0
Truong Bep A,A Dong Corporation,Thua Thien - Hue,13.5
Nhan Vien IT,CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,Ha Noi,11.0
Truong Bep Au,A Dong Corporation,Thua Thien - Hue,13.5
Nhan Vien Kinh Doanh Thi Truong,CONG TY CO PHAN MY PHAM QUOC TE THUY DUNG,Ha Noi,22.5
