name,company,location,average_salary
Nhan Vien Thu Hoi No Truc Tiep Toan Quoc,Cong Ty Tai Chinh TNHH Hd Saison,TP HCM,20.0
Nhan Vien Thu Hoi No Truc Tiep Toan Quoc,Cong Ty Tai Chinh TNHH Hd Saison,An Giang,20.0
Nhan Vien Thu Hoi No Truc Tiep Toan Quoc,Cong Ty Tai Chinh TNHH Hd Saison,Gia Lai,20.0
Nhan Vien Thu Hoi No Truc Tiep Toan Quoc,Cong Ty Tai Chinh TNHH Hd Saison,Khanh Hoa,20.0
Nhan Vien Thu Hoi No Truc Tiep Toan Quoc,Cong Ty Tai Chinh TNHH Hd Saison,Kien Giang,20.0
Nhan Vien Ke Toan Di Lam Ngay,Cong Ty TNHH Phuong Quan Vina,Long An,9.0
Truong Phong Kinh Doanh,AIA Exchange Bien Hoa,Dong Nai,34.0
Chuyen Vien Phat Trien Thi Truong Nhat Ban (Tim Kiem Dau Ngoai Thi Truong Xkld Nhat Ban),Cong Ty Co Phan Dau Tu Thuan An Dmc,Ha Noi,23.5
Chuyen Vien Phat Trien Thi Truong Nhat Ban (Tim Kiem Dau Ngoai Thi Truong Xkld Nhat Ban),Cong Ty Co Phan Dau Tu Thuan An Dmc,TP HCM,23.5
Chuyen Vien Phat Trien Thi Truong Nhat Ban (Tim Kiem Dau Ngoai Thi Truong Xkld Nhat Ban),Cong Ty Co Phan Dau Tu Thuan An Dmc,Hai Duong,23.5
Chuyen Vien Phat Trien Thi Truong Nhat Ban (Tim Kiem Dau Ngoai Thi Truong Xkld Nhat Ban),Cong Ty Co Phan Dau Tu Thuan An Dmc,Thanh Hoa,23.5
Chuyen Vien Phat Trien Thi Truong Nhat Ban (Tim Kiem Dau Ngoai Thi Truong Xkld Nhat Ban),Cong Ty Co Phan Dau Tu Thuan An Dmc,Da Nang,23.5
Chuyen Vien Tuyen Dung Nhan Su,Namaste Yoga Da Lat,Lam Dong,12.5
Ke Toan Thue Tai Hai Phong (Di Lam Ngay),Cong Ty TNHH Thuong Mai Van Tai Dong Nam,Hai Phong,11.0
Nhan Vien Ke Toan,Cong Ty TNHH Bao Bi Giay Viet Trung,TP HCM,9.0
Nhan Vien Ke Toan,Cong Ty TNHH Bao Bi Giay Viet Trung,Long An,9.0
Nhan Vien Ke Toan Kiem Soat Noi Bo - Du An,Cong Ty TNHH Tap Doan Dau Tu Hoa Sen,Lam Dong,10.0
Nhan Vien Ke Toan Kiem Soat Noi Bo - Du An,Cong Ty TNHH Tap Doan Dau Tu Hoa Sen,Dong Nai,10.0
Nhan Vien Dich Vu Truyen Thong / Communication Service Executive,Cong Ty TNHH TM DV Tan Hiep Phat,Binh Duong,10.5
Nhan Vien Mua Hang - May Moc Thiet Bi / Purchasing Executive - Mro,Cong Ty TNHH TM DV Tan Hiep Phat,Binh Duong,11.0
Center Manager,Cong Ty TNHH Dich Vu Giao Duc Poly,TP HCM,19.0
Chuyen Vien Thu Hoi No Hien Truong (Nam),Cong Ty TNHH Atm Online Vietnam,TP HCM,16.0
Nhan Vien Thu Hoi No - Can Tho,Cong Ty Tai Chinh TNHH Hd Saison,Can Tho,17.5
Tro Ly Giam Doc - Thu Nhap Tu 15 Trieu / Thang,Cong Ty Tnhh Bmi Restaurant,Can Tho,22.5
Ke Toan Noi Bo,Cong Ty TNHH Vat Lieu Xay Dung Hoang Dang,Dong Nai,8.5
Ky Su Cong Trinh,Cong Ty TNHH Vat Lieu Xay Dung Hoang Dang,Dong Nai,8.5
Nhan Vien An Ninh / Bao Ve Lam Viec Tai Cac Toa Nha,Cong Ty Co Phan Dich Vu Bao Ve Hang Phat,Ha Noi,9.0
Chuyen Vien Quan Tri He Thong Thu Nhap Tren 18 Trieu,Cong Ty Co Phan Htc Vien Thong Quoc Te,Ha Noi,21.5
Tho Xo Khuyen,Cong Ty TNHH Nnd Studio,TP HCM,10.0
"Lai Xe Bang D, E Biet Tieng Anh Hoac Tieng Nhat",Cong Ty TNHH Dich Vu Logitem Viet Nam Mien Bac,Ha Noi,11.0
Nhan Vien Giao Hang,Cong Ty TNHH Nen Tang Thanh Cong Quoc Te Viet Nam,TP HCM,8.0
Nhan Vien Meadia Creator,Cong Ty Co Phan Phat Trien Thuong Mai Va Dich Vu Ms,TP HCM,12.5
Nhan Vien Thu Hoi No Truc Tiep Tai Cao Bang,Cong Ty Tai Chinh TNHH Hd Saison,Cao Bang,20.0
Nhan Vien Thu Hoi No Truc Tiep Tai Cao Bang,Cong Ty Tai Chinh TNHH Hd Saison,Lang Son,20.0
Nhan Vien Thu Hoi No Truc Tiep Tai Cao Bang,Cong Ty Tai Chinh TNHH Hd Saison,Son La,20.0
Nhan Vien Thu Hoi No Truc Tiep Tai Thanh Hoa,Cong Ty Tai Chinh TNHH Hd Saison,Thanh Hoa,20.0
Nhan Vien Thu Hoi No Truc Tiep Tai Nam Dinh,Cong Ty Tai Chinh TNHH Hd Saison,Nam Dinh,20.0
Nhan Vien Van Hanh Gia Cong May Tien -Phay CNC,Cong ty TNHH Khoan SX-TM-DV Tien Phong,Dong Nai,12.5
Bien Tap Vien (Linh Vuc Tham My) Tai HCM,Cong Ty TNHH Klain,TP HCM,14.5
Nhan Vien Kinh Doanh (Van Ep),Cong Ty TNHH XD & SX Mdf Hai Duong,Binh Duong,8.5
Sales Export,Cong Ty TNHH XD & SX Mdf Hai Duong,Binh Duong,12.5
Nhan Vien Telesales Thu Nhap Tu 15 Toi 40 Trieu,Cong Ty Co Phan Dich Vu Va Truyen Thong Mobi Next,Ha Noi,27.5
Ky Thuat Vien Xoa Bop An Huyet (Khong Can Kinh Nghiem),CONG TY TNHH HONG TUOI 233,TP HCM,19.0
Ke Toan Thu,Cong ty TNHH MTV Chuyen Phat Nhanh Thuan Phong - CN Tay Nguyen (J&T Express),Dak Lak,9.0
Thuc Tap Sinh Tiem Nang,Ngan Hang Thuong Mai Co Phan Tien Phong (TPBank),Ha Noi,1.5
Nhan Vien Phuc Vu - Fulltime & Parttime - Tai Quan 4,Billiards And Coffee Q4,TP HCM,7.0
Nhan Vien Giao Hang Tai Bac Giang,Cong Ty TNHH Shopee Express,Bac Giang,11.0
Nhan Vien Giao Hang Tai Bac Ninh,Cong Ty TNHH Shopee Express,Bac Ninh,11.0
Nhan Vien Giao Hang Tai Nam Dinh,Cong Ty TNHH Shopee Express,Nam Dinh,11.0
Nhan Vien Giao Hang Tai Long An,Cong Ty TNHH Shopee Express,Long An,11.0
Nhan Vien Giao Hang Tai Kien Giang,Cong Ty TNHH Shopee Express,Kien Giang,11.0
Nhan Vien Giao Hang Tai Binh Duong,Cong Ty TNHH Shopee Express,Binh Duong,11.0
Nhan Vien Giao Hang Tai Dong Nai,Cong Ty TNHH Shopee Express,Dong Nai,11.0
Nhan Vien Giao Hang Tai Ba Ria - Vung Tau,Cong Ty TNHH Shopee Express,Ba Ria - Vung Tau,11.0
Nhan Vien Kho Giao Nhan Tai Kon Tum,Cong Ty TNHH Shopee Express,Kon Tum,8.5
Nhan Vien Kho Giao Nhan Tai Tay Ninh,Cong Ty TNHH Shopee Express,Tay Ninh,8.5
Nhan Vien Kho Giao Nhan Tai Binh Duong,Cong Ty TNHH Shopee Express,Binh Duong,8.5
Nhan Vien Kho Giao Nhan Tai Dong Nai,Cong Ty TNHH Shopee Express,Dong Nai,8.5
Nhan Vien Kho Phan Loai Tai Bac Ninh,Cong Ty TNHH Shopee Express,Bac Ninh,9.5
Outdoor Furniture - QC Supervisor (Giam Sat QC) - Lam Viec Tai Ben Tre,Cong Ty TNHH An Viet Thinh,Ben Tre,25.0
Truong Tram Giao Nhan Tai Binh Duong,Cong Ty TNHH Shopee Express,Binh Duong,10.0
Truong Tram Giao Nhan Tai Dong Nai,Cong Ty TNHH Shopee Express,Dong Nai,10.0
Nhan Vien Giao Hang Tai Hai Phong,Cong Ty TNHH Shopee Express,Hai Phong,11.0
Nhan Vien Giao Hang Tai Vinh Phuc,Cong Ty TNHH Shopee Express,Vinh Phuc,11.0
Nhan Vien Giao Hang Tai Phu Tho,Cong Ty TNHH Shopee Express,Phu Tho,11.0
Nhan Vien Kho Giao Nhan Tai Hai Duong,Cong Ty TNHH Shopee Express,Hai Duong,8.5
Nhan Vien Kho Giao Nhan Tai Phu Tho,Cong Ty TNHH Shopee Express,Phu Tho,8.5
Nhan Vien Kho Giao Nhan Tai Hung Yen,Cong Ty TNHH Shopee Express,Hung Yen,8.5
Nhan Vien Kho Giao Nhan Tai Lao Cai,Cong Ty TNHH Shopee Express,Lao Cai,8.5
Nhan Vien Kho Giao Nhan - Ha Noi,Cong Ty TNHH Shopee Express,Ha Noi,8.5
Nhan Vien Kho Giao Nhan Tai Lam Dong,Cong Ty TNHH Shopee Express,Lam Dong,8.5
Nhan Vien Dieu Duong,Phong Kham Da Lieu Tao Do - Red Apple (Cong Ty TNHH Phong Kham Chuyen Khoa Da Lieu Tao Do),TP HCM,11.0
Nhan Vien Ban Hang Kenh Dai Ly - Binh Phuoc,Cong Ty TNHH Nuoc Giai Khat Coca-Cola Viet Nam,Binh Phuoc,10.0
Giam Sat Ban Hang - Bac Giang,Cong Ty TNHH Nuoc Giai Khat Suntory Pepsico Viet Nam,Bac Giang,27.0
Digital Marketing (Mang Audio Book),Vega Corporation (Cong Ty Co Phan Bach Minh),Ha Noi,14.0
Waka_Nhan Vien Phat Trien Dich Vu (Khong Yeu Cau Kinh Nghiem),Vega Corporation (Cong Ty Co Phan Bach Minh),Ha Noi,8.5
Truong Nhom Market Research Luong 15 - 25Tr / Thang,Vega Corporation (Cong Ty Co Phan Bach Minh),Ha Noi,20.0
Chuyen Vien Xu Ly Khung Hoang Truyen Thong Luong 15 - 25Tr / Thang,Vega Corporation (Cong Ty Co Phan Bach Minh),Ha Noi,20.0
Nhan Vien Phien Dich Tieng Trung Biet Ke ToanZhao Pin Yi Ming Nu Fan Yi Dong Hui Ji You Xian Kao Lu ,Cong Ty TNHH Xuat Nhap Khau Trung Tin Phat,TP HCM,12.5
"Nhan Vien Ban Hang Tai Benh Vien Tu Du, benh vien Le Van Viet, benh vien Le Van Thinh TPHCM",Cong Ty TNHH Cong Dong Bau,TP HCM,6.0
Nhan Vien Kinh Doanh Du An (Project Sales Executive),Cong Ty Co Phan Thuong Mai Va Ky Thuat Nds,TP HCM,12.5
Giao Vien Tieng Anh,Cong Ty TNHH Bup Sen,Quang Ngai,9.5
Ke Toan Thue (Di Lam Sau Tet),Cong Ty TNHH San Xuat - Thuong Mai Va Dich Vu Ngo Dang,Thai Binh,13.5
Ky Su Co Dien (Nhon Trach -Dong Nai),Cong Ty TNHH MTV TM DV Dong Thang,Dong Nai,15.5
Packaging Assistant,Cong Ty TNHH Bao Bi Alpla (Viet Nam),TP HCM,9.0
Nhan Vien Thiet Ke In An,Cong Ty TNHH Cach Anh,Binh Duong,11.5
Nhan Vien Ke Toan Tong Hop,Cong Ty TNHH Aristeel,TP HCM,9.0
Chuyen Vien Hanh Chinh Nhan Su Tong Hop,Cong Ty TNHH Nuoc Giai Khat Aloefield,Long An,10.5
Nhan Vien Ky Thuat Van Hanh May CNC (Nganh San Xuat Noi That),Cong Ty Co Phan San Xuat Thuong Mai Va Dau Tu ADH,TP HCM,10.5
Vietinbank Ninh Thuan / Binh Thuan - Chuyen Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Binh Thuan,25.0
Vietinbank Ninh Thuan / Binh Thuan - Chuyen Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Ninh Thuan,25.0
Dau Gia Vien,Cong Ty Dau Gia Hop Danh Khai Bao,TP HCM,11.0
Tro Ly (Biet Nghiep Vu Ke Toan),Cong Ty TNHH Thuong Mai Dich Vu Quang Cao La Do,TP HCM,7.0
Nhan Vien Barista Lam Duoc Tet (Full Time / Part Time) - Quan 11,Cong Ty Co Phan Thuc Pham Cakewalk,TP HCM,5.5
Thu Ky Nghiep Vu Nghe Luat,Cong Ty Dau Gia Hop Danh Go Cong,Tien Giang,8.5
Doi Dua Vang - Chuyen Vien Tuyen Dung,Cong ty TNHH Che bien thuc pham Dong Do,Ha Noi,10.5
Chuyen Vien Mua Hang,Cong Ty Co Phan Hoang Gia Pha Le,Dong Nai,17.5
Ky Thuat Vien Van Hanh May - Vsip Bac Ninh,Cong Ty TNHH Nuoc Giai Khat Suntory Pepsico Viet Nam,Bac Ninh,12.5
Can Bo Ky Thuat Ha Tang Giao Thong - Di Lam Ngay Sau Tet Nguyen Dan,Cong Ty Co PhanTu Van Dau Tu Xay Dung Do Thi An Khanh,Phu Tho,16.5
Giao Vien Tieng Anh,Cong Ty Co Phan Dao Tao Va Du Hoc Edutrust,Ha Noi,17.5
Ky Thuat Vien Tai Phong Kham,Cong Ty Tnhh Mtv Phuc Hoa Beauty,TP HCM,8.5
Ke Toan Thu Mua,Cong Ty TNHH Dich Vu Giai Tri TNT Group,TP HCM,8.5
"Nhan Vien Kho - Ho Tro La Quan Ao, Xep Hang Hoa",Veston Binh Minh - Cong Ty TNHH Thoi Trang May Binh Minh,Ha Noi,8.5
Chuyen Vien Phan Tich Hoat Dong Thu No,Cong Ty Tai Chinh TNHH Hd Saison,TP HCM,13.5
Nhan Vien Ky Thuat Oto Dieu Hanh Doan Xe,CTy Co Phan Van Tai Toan Cau Viet Nam,Hai Phong,16.0
Nhan Vien Xuat Nhap Khau - Lam Viec Tai Tp. Bac Ninh,Cong Ty TNHH Seojin System Vina,Bac Ninh,13.5
Chuyen Gia San Xuat Nem Lo Xo,Chi Nhanh Cong Ty Co Phan Everpia,Dong Nai,16.5
Nhan Vien Ban Hang Thi Truong,Co So So Tom Sa Doi,Ha Noi,14.0
Nhan Vien Kinh Doanh (Sale- Marketing),Vega Corporation (Cong Ty Co Phan Bach Minh),Ha Noi,9.0
Nhan Vien Kinh Doanh B2B Tai HCM,Cong Ty TNHH Yakult Viet Nam,TP HCM,11.0
Nhan Vien IT Phan Mem  (Tester / QC) Tai HCM,Cong Ty TNHH Yakult Viet Nam,TP HCM,9.5
Nhan Vien Khu Vui Choi (Aeon Mall Hai Phong),Cong Ty TNHH Aeon Fantasy Viet Nam,Hai Phong,6.5
Nhan Vien Ky Thuat Toa Nha,Cong Ty Co Phan Quan Ly Bat Dong San Quoc Te,Ha Noi,9.0
Nhan Vien Thu Mua Biet Tieng Trung,Cong Ty TNHH Thuong Mai Dich Vu Anh Em Ae,TP HCM,11.5
Nhan Vien An Ninh - Toa Nha Tap Doan Muong Thanh,Cong Ty CP Tap Doan Muong Thanh,Ha Noi,7.5
Nhan Vien Bao Ve - Hanh Ly,Nha Khach Quan Doi (Army Hotel),Ha Noi,6.0
Nhan Vien Kho Duoc Vacxin Tai Hau Nghia Long An,Cong ty Co Phan Vacxin Viet Nam,Long An,10.0
Nhan Vien Hoa Duoc Thiet Bi Y Te,Cong Ty Co Phan Bio - Pham,Ha Noi,12.5
Nhan Vien Kiem Nghiem,Cong Ty TNHH Dua Dang Khoa,Ben Tre,7.5
Nhan Vien Kinh Doanh,Cong Ty Co Phan Cong Nghe Oryza Systems,TP HCM,9.5
Nhan Vien Kinh Doanh,Cong Ty Co Phan Cong Nghe Oryza Systems,Binh Duong,9.5
Dat Xanh - Nhan Vien Lai Cano,Cong Ty Co Phan Tap Doan Dat Xanh,TP HCM,11.0
Nhan Vien Tu Van Ban My Pham (Co The Nhan Viec Sau Tet),Cong Ty TNHH Milensea Connection,Khanh Hoa,13.5
Nhan Vien Tap Vu,Cho Cu Food& Beer,TP HCM,8.5
"Nhan Vien Thu Hoi No Truc Tiep Mien Trung_ Khu Vuc Quang Nam, Quang Ngai",Cong Ty Tai Chinh TNHH Hd Saison,Quang Nam,20.0
"Nhan Vien Thu Hoi No Truc Tiep Mien Trung_ Khu Vuc Quang Nam, Quang Ngai",Cong Ty Tai Chinh TNHH Hd Saison,Quang Ngai,20.0
Phien Dich Tieng Han - Tn Upto 20Tr / Thang,Cong Ty Co Phan Thiet Ke Kien Truc- Noi That- Xay Dung AAA,Ha Noi,17.5
Nhan Vien Tu Van Bao Hiem_Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam Jaccs,TP HCM,8.5
Hoa Vien Thiet Ke Mau Gach Men,Cong Ty Co Phan Be Tong Ha Thanh,Dong Thap,10.5
Chuyen Vien Mua Hang Va Du An,Cong Ty Co Phan Nang Luong Va Dich Vu Hoa Huong Duong,Ha Noi,12.5
Nhan Vien Ke Toan Noi Bo (Ha Noi),Cong Ty Co Phan Nang Luong Va Dich Vu Hoa Huong Duong,Ha Noi,8.5
Nhan Vien Dieu Duong,Cong Ty Co Phan Nang Luong Va Dich Vu Hoa Huong Duong,Ha Noi,8.5
Nhan Vien Kinh Doanh (Nhan Viec Sau Tet),CN Da Nang - Cong Ty CP Vien Thong Fpt,Da Nang,12.5
Ky Su Thiet Ke Co (Co Khi),Cong Ty CP Thiet Ke Va Che Tao May Hanode,Ha Noi,8.5
Nhan Vien Telesales - Cao Lanh Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam Jaccs,An Giang,9.5
Nhan Vien Telesales - Cao Lanh Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam Jaccs,Long An,9.5
Nhan Vien Telesales - Cao Lanh Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam Jaccs,Tien Giang,9.5
Nhan Vien Telesales - Cao Lanh Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam Jaccs,Vinh Long,9.5
Nhan Vien Telesales - Cao Lanh Dong Thap,Cong Ty Tai Chinh TNHH MTV Quoc Te Viet Nam Jaccs,Dong Thap,9.5
Nhan Vien Thiet Ke Noi That,Cong Ty Co Phan Dau Tu Kien Truc Xay Dung Thiet Thach,TP HCM,11.0
Nhan Vien Tiep Thi Truc Tiep,Cong Ty Tai Chinh TNHH Hd Saison,Hai Phong,20.0
Nhan Vien Tiep Thi Truc Tiep,Cong Ty Tai Chinh TNHH Hd Saison,Hoa Binh,20.0
Nhan Vien Tiep Thi Truc Tiep,Cong Ty Tai Chinh TNHH Hd Saison,Hung Yen,20.0
Nhan Vien Tiep Thi Truc Tiep,Cong Ty Tai Chinh TNHH Hd Saison,Nam Dinh,20.0
Nhan Vien Tiep Thi Truc Tiep,Cong Ty Tai Chinh TNHH Hd Saison,Thai Nguyen,20.0
Nhan Vien Thu Hoi No Truc Tiep Thu Nhap 20-25 Trieu,Cong Ty Tai Chinh TNHH Hd Saison,Hai Phong,20.0
Nhan Vien Thu Hoi No Truc Tiep Thu Nhap 20-25 Trieu,Cong Ty Tai Chinh TNHH Hd Saison,Hoa Binh,20.0
Nhan Vien Thu Hoi No Truc Tiep Thu Nhap 20-25 Trieu,Cong Ty Tai Chinh TNHH Hd Saison,Hung Yen,20.0
Nhan Vien Thu Hoi No Truc Tiep Thu Nhap 20-25 Trieu,Cong Ty Tai Chinh TNHH Hd Saison,Nam Dinh,20.0
Nhan Vien Thu Hoi No Truc Tiep Thu Nhap 20-25 Trieu,Cong Ty Tai Chinh TNHH Hd Saison,Thai Nguyen,20.0
Nhan Vien Thu Hoi No Truc Tiep Tai Dia Ban - Toan Thanh Pho Ha Noi,Cong Ty Tai Chinh TNHH Hd Saison,Ha Noi,20.0
Truong Nhom Thu Hoi No Truc Tiep Khu Vuc Ha Noi,Cong Ty Tai Chinh TNHH Hd Saison,Ha Noi,25.0
Giam Sat Thu Hoi No Truc Tiep Tai Dia Ban Mien Bac,Cong Ty Tai Chinh TNHH Hd Saison,Ha Noi,34.0
Nhan Vien Thu Hoi No Truc Tiep Tai Ha Giang,Cong Ty Tai Chinh TNHH Hd Saison,Ha Giang,17.5
Nhan Vien Thu Hoi No Truc Tiep Tai Ha Giang,Cong Ty Tai Chinh TNHH Hd Saison,Ha Nam,17.5
Nhan Vien Thu Hoi No Truc Tiep Tai Ha Giang,Cong Ty Tai Chinh TNHH Hd Saison,Son La,17.5
Nhan Vien Thu Hoi No Truc Tiep Tai Ha Nam,Cong Ty Tai Chinh TNHH Hd Saison,Ha Giang,17.5
Nhan Vien Thu Hoi No Truc Tiep Tai Ha Nam,Cong Ty Tai Chinh TNHH Hd Saison,Ha Nam,17.5
Nhan Vien Thu Hoi No Truc Tiep Tai Ha Nam,Cong Ty Tai Chinh TNHH Hd Saison,Son La,17.5
Le Tan Khach San - Nam,Cong Ty TNHH Khach San Va Van Phong Lam Viec A - 1 Vy-Eastin Grand Hotel Saigon,TP HCM,7.0
Ke Toan Ban Hang,Shop Thoi Trang Nara,Thua Thien Hue,7.5
Ke Toan Ban Hang,Shop Thoi Trang Nara,Toan quoc,7.5
Nhan Vien Phat Trien Thi Truong,Shop Thoi Trang Nara,Thua Thien Hue,12.5
Nhan Vien Phat Trien Thi Truong,Shop Thoi Trang Nara,Toan quoc,12.5
Ke Toan Tong Hop,Cong Ty Co Phan CMP Fibalite Viet Nam,Ha Noi,17.0
Nhan Vien Ke Toan - Long An (Tieng Trung),Cong Ty TNHH Hong Mon,Long An,8.5
"Nhan Vien Ky Thuat Sua Chua, Bao Duong O To (Luong 10-15 Trieu)",Cong Ty TNHH Kinh Doanh Thuong Mai Va Dich Vu Vinfast,Lai Chau,13.5
"Nhan Vien Ky Thuat Sua Chua, Bao Duong O To (Luong 10-15 Trieu)",Cong Ty TNHH Kinh Doanh Thuong Mai Va Dich Vu Vinfast,Lao Cai,13.5
"Nhan Vien Ky Thuat Sua Chua, Bao Duong O To (Luong 10-15 Trieu)",Cong Ty TNHH Kinh Doanh Thuong Mai Va Dich Vu Vinfast,Son La,13.5
"Nhan Vien Ky Thuat Sua Chua, Bao Duong O To (Luong 10-15 Trieu)",Cong Ty TNHH Kinh Doanh Thuong Mai Va Dich Vu Vinfast,Yen Bai,13.5
"Nhan Vien Ky Thuat Sua Chua, Bao Duong O To (Luong 10-15 Trieu)",Cong Ty TNHH Kinh Doanh Thuong Mai Va Dich Vu Vinfast,Dien Bien,13.5
Truong Phong Giao Nhan Khai Bao Hai Quan,Cong ty TNHH Thuong Mai va Van Tai An Pha Tran,TP HCM,12.5
Giam Sat Ban Hang - Phu Tho / Vinh Phuc,Cong Ty TNHH Nuoc Giai Khat Suntory Pepsico Viet Nam,Phu Tho,28.5
Nhan Vien QC Linh  Vuc Noi That San Vuon (Lam Viec Tai Ben Tre),Cong Ty TNHH An Viet Thinh,Ben Tre,14.0
Nhan Vien Dieu Duong Tai Bau Bang Binh Duong,Cong ty Co Phan Vacxin Viet Nam,Binh Duong,10.0
Nhan Vien Dieu Duong Tai Bau Bang Binh Duong,Cong ty Co Phan Vacxin Viet Nam,Binh Phuoc,10.0
Nhan Vien Dieu Duong Tai Bau Bang Binh Duong,Cong ty Co Phan Vacxin Viet Nam,Tay Ninh,10.0
Nhan Vien IT Phan Mem,Cn Tai Tp. Ho Chi Minh - Cong Ty Co Phan Van Tai Va Xep Do Hai An,TP HCM,11.5
Thu Quy Biet Tieng Trung,Chi Nhanh Binh Duong - Cong Ty TNHH Hoang Giai,Binh Duong,12.5
Nhan Vien Phien Dich Tieng Han,Cong Ty TNHH O To Soosan Viet Nam -  Chi Nhanh Dong Nai,Dong Nai,16.5
Ky Thuat Vien Sua Chua May Moc (Di Lam Ngay),Cong Ty TNHH U-Mac Viet Nam,Ha Noi,9.5
Nhan Vien Dieu Phoi Xe Tai (Linehaul Coordinator) - Nghe An - Vinh,Cong Ty TNHH Shopee Express,Nghe An,9.0
Nhan Vien Thu Mua Vai (Long An),Cong Ty TNHH SX TM We Viet Nam,Long An,10.0
Truong Phong Ke Toan - Binh Dinh,Cn Cong Ty TNHH Xay Dung Hoa My Tai Binh Dinh,Binh Dinh,13.5
Nhan Vien Phuc Vu Nha Hang Lua Dai Viet Tai Pho Tay Bui Vien,Cong  Ty TNHH Hao Hung - Nha  Hang  Lua  Dai  Viet,TP HCM,7.5
To Truong Chuyen May,Cong Ty Co Phan San Xuat - Thuong Mai - Dich Vu - Xuat Nhap Khau Long Thanh,TP HCM,12.5
Chuyen Vien Phap Ly - Xu Ly Tin Dung Qua Han,Cong Ty Tnhh Dich Vu Tu Van Chi Anh,Binh Dinh,8.5
Trinh Duoc Vien Kenh Nha Thuoc - Benh Vien - Phong Kham,Cong Ty TNHH Novelty Power Vietnam,TP HCM,9.0
"Nhan Vien Co Khi (Hoai Duc, Ha Noi)",Cong Ty TNHH Thiet Bi Cong Nghe Binh Minh,Ha Noi,12.5
Tro Ly Ke Toan (Biet Tieng Trung),Cong Ty TNHH TM Dich Vu Huyen Phong,TP HCM,11.5
Ky Su M&E,Cong Ty CP Khai Thac Xay Dung Van Tai Phuong Nam,Khanh Hoa,16.5
Truong Phong Kinh Doanh ( Ra Tet Di Lam ),Cong Ty Co Phan O To Vu Linh,Ha Noi,27.5
Truong Phong Kinh Doanh ( Ra Tet Di Lam ),Cong Ty Co Phan O To Vu Linh,Bac Ninh,27.5
Van Hanh Che Bien Lam Viec O Long An,Cong Ty TNHH Nuoc Giai Khat Aloefield,Long An,10.5
Cong Nhan Lap Dat Nhom Kinh,Cong Ty TNHH Dau Tu Xay Dung San Xuat Thuong Mai An Phu Thinh,TP HCM,11.0
Duoc Si - Nghien Cuu Va Phat Trien San Pham,Cong Ty Co Phan Duoc Pham Viet Duc,Ha Noi,20.0
"Giam Sat Ban Hang - Khu Vuc Sapa, Lao Cai",Cong Ty TNHH Nuoc Giai Khat Suntory Pepsico Viet Nam,Lao Cai,25.0
Ky Su Trac Dac - Thu Nhap Tren 22Tr,Cong Ty Co Phan Xay Lap Xuan Mai,Ha Noi,23.5
"Nhan  Vien Thu Hoi No Tai Dia Ban - Cac Quan, Huyen Ha Noi",Cong Ty Tai Chinh TNHH Hd Saison,Ha Noi,22.5
"Nhan Vien Ky Su Du An (Dien Tu, Dien Lanh Cong Nghiep)",Cong Ty Co Phan San Xuat Loc Khi Viet,Binh Duong,15.0
Ke Toan Tong Hop,Cong Ty CP Dau Tu Va Phat Trien Dich Vu Tong Hop Van Hien,Ha Noi,14.5
Thu Ngan Nha Hang,Cong Ty CP Dau Tu Va Phat Trien Dich Vu Tong Hop Van Hien,Ha Noi,7.0
Nhan Vien Cua Hang Cafe (Barista),Cong Ty TNHH Alpha Plus,TP HCM,8.0
Nhan Vien Cua Hang Cafe (Barista),Cong Ty TNHH Alpha Plus,Binh Duong,8.0
"Ke Toan Truong Tong Hop Xay Dung, Co Dien, BDS, Nha Thau",Cong Ty Co Phan Ky Thuong The Ky,Ha Noi,15.5
Ke Toan Thue,Chi Nhanh Cong Ty Co Phan Everpia,Dong Nai,11.0
Big C Thang Long - Nhan Vien Quay Rau Cu Trai Cay,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Ha Noi,6.0
Go Phu Thanh -  Nhan Vien Ban Hang Quay Ca,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),TP HCM,5.5
Go Phu Thanh - Nhan Vien Quay Dong Lanh Tang Cuong Tet,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),TP HCM,6.5
Go Buon Ma Thuot - Nhan Vien Quay Sushi,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Dak Lak,4.5
Go Phu Thanh - Tho Nghe Che Bien Thuc An San,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),TP HCM,5.5
Big C Mien Dong_Nhan Vien Thu Ngan,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),TP HCM,5.5
Big C Thanh Hoa - Nhan Vien Thu Ngan Thoi Vu Tet,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Thanh Hoa,6.0
